#TAXONOMY,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_25657,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_25659,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unassigned,Unassigned
ASV_25661,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,Unassigned
ASV_25663,Bacteria,Actinobacteriota,MB-A2-108,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25664,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,Unassigned
ASV_25665,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_25666,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Unassigned,Unassigned,Unassigned
ASV_25667,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Unassigned,Unassigned
ASV_25669,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unassigned,Unassigned,Unassigned
ASV_25670,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Unassigned,Unassigned,Unassigned
ASV_25671,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned
ASV_25673,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Unassigned
ASV_25674,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Crenothrix,Unassigned
ASV_25675,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_25676,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned
ASV_25677,Bacteria,Actinobacteriota,MB-A2-108,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25678,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,Unassigned,Unassigned
ASV_25679,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_25682,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_25684,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Unassigned,Unassigned
ASV_25689,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,Unassigned
ASV_25691,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Unassigned,Unassigned
ASV_25692,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 9,Unassigned
ASV_25693,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unassigned,Unassigned,Unassigned
ASV_25694,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Unassigned,Unassigned
ASV_25697,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,Unassigned
ASV_25698,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,blasticus
ASV_25699,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,Unassigned,Unassigned,Unassigned
ASV_25700,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,Unassigned,Unassigned
ASV_25701,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Unassigned,Unassigned
ASV_25702,Bacteria,Latescibacterota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25703,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,Unassigned,Unassigned
ASV_25704,Bacteria,Planctomycetota,Pla4 lineage,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25708,Bacteria,Acidobacteriota,Subgroup 5,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25709,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,Unassigned
ASV_25710,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unassigned,Unassigned,Unassigned
ASV_25711,Bacteria,Planctomycetota,Pla3 lineage,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25712,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned
ASV_25713,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unassigned
ASV_25714,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,Unassigned
ASV_25715,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,Unassigned
ASV_25716,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,Unassigned
ASV_25717,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Unassigned,Unassigned
ASV_25718,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Unassigned,Unassigned
ASV_25719,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_25720,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,Unassigned,Unassigned
ASV_25721,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Unassigned,Unassigned
ASV_25722,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,riboflavina
ASV_25723,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_25724,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Unassigned,Unassigned
ASV_25725,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Unassigned
ASV_25726,Bacteria,Chloroflexi,TK10,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25727,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Thiobacillus,Unassigned
ASV_25728,Bacteria,Acidobacteriota,Subgroup 25,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25729,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unassigned,Unassigned
ASV_25730,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_25731,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unassigned,Unassigned,Unassigned
ASV_25733,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned
ASV_25734,Bacteria,Actinobacteriota,Actinobacteria,0319-7L14,Unassigned,Unassigned,Unassigned
ASV_25737,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Unassigned
ASV_25738,Bacteria,Chloroflexi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25739,Bacteria,Chloroflexi,KD4-96,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25742,Bacteria,Actinobacteriota,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Unassigned
ASV_25746,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25752,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,Unassigned,Unassigned,Unassigned
ASV_25753,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,Unassigned,Unassigned
ASV_25754,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unassigned,Unassigned
ASV_25756,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,Unassigned,Unassigned,Unassigned
ASV_25757,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_25758,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned
ASV_25759,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unassigned
ASV_25761,Bacteria,Planctomycetota,Pla4 lineage,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25762,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned
ASV_25763,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,wb1-P19,Unassigned
ASV_25764,Bacteria,Acidobacteriota,Subgroup 22,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25765,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Unassigned,Unassigned
ASV_25769,Bacteria,Myxococcota,bacteriap25,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25770,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Unassigned
ASV_25771,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,Unassigned,Unassigned
ASV_25772,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,Unassigned,Unassigned,Unassigned
ASV_25773,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Unassigned
ASV_25776,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Unassigned,Unassigned
ASV_25777,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Unassigned,Unassigned,Unassigned
ASV_25778,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,Unassigned,Unassigned
ASV_25779,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned
ASV_25780,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Unassigned,Unassigned
ASV_25781,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned
ASV_25782,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,Unassigned,Unassigned
ASV_25784,Bacteria,Planctomycetota,OM190,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25785,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,Unassigned,Unassigned
ASV_25786,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned
ASV_25787,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25788,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Unassigned,Unassigned
ASV_25789,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Unassigned,Unassigned,Unassigned
ASV_25790,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,Unassigned
ASV_25791,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Unassigned,Unassigned
ASV_25792,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,Unassigned
ASV_25793,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Unassigned,Unassigned,Unassigned
ASV_25795,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Unassigned
ASV_25796,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unassigned,Unassigned
ASV_25799,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Unassigned
ASV_25802,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Sva0081 sediment group,Unassigned
ASV_25804,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Unassigned,Unassigned,Unassigned
ASV_25807,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Unassigned,Unassigned,Unassigned
ASV_25808,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Cavicella,Unassigned
ASV_25809,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unassigned,Unassigned,Unassigned
ASV_25810,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,Unassigned
ASV_25811,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,Unassigned,Unassigned
ASV_25812,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,Nodosilinea PCC-7104,Unassigned
ASV_25814,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unassigned,Unassigned
ASV_25815,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pannonibacter,phragmitetus
ASV_25816,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_25817,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,Unassigned,Unassigned
ASV_25818,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,Unassigned,Unassigned,Unassigned
ASV_25819,Bacteria,Latescibacterota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25820,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unassigned,Unassigned
ASV_25821,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned
ASV_25822,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Unassigned
ASV_25825,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Unassigned
ASV_25826,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Unassigned
ASV_25827,Bacteria,Acidobacteriota,Blastocatellia,11月24日,Unassigned,Unassigned,Unassigned
ASV_25829,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,Unassigned
ASV_25830,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Unassigned,Unassigned
ASV_25831,Bacteria,Planctomycetota,BD7-11,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25832,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,Unassigned
ASV_25833,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unassigned,Unassigned,Unassigned
ASV_25834,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_25835,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unassigned,Unassigned
ASV_25836,Bacteria,Planctomycetota,OM190,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25837,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,Unassigned
ASV_25838,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,Unassigned,Unassigned
ASV_25839,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Unassigned,Unassigned
ASV_25840,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Unassigned
ASV_25841,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,Unassigned,Unassigned,Unassigned
ASV_25842,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Unassigned
ASV_25843,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Unassigned,Unassigned
ASV_25844,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,Unassigned
ASV_25845,Bacteria,Actinobacteriota,MB-A2-108,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25848,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Angustibacter,Unassigned
ASV_25851,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,Candidatus Entotheonella,Unassigned
ASV_25854,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1,Unassigned
ASV_25856,Bacteria,Latescibacterota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25858,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25859,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unassigned
ASV_25861,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Unassigned
ASV_25862,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,Unassigned
ASV_25863,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidicapsa,Unassigned
ASV_25865,Bacteria,MBNT15,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25868,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Unassigned
ASV_25869,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Unassigned
ASV_25874,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,Unassigned
ASV_25875,Bacteria,Desulfobacterota,Syntrophorhabdia,Syntrophorhabdales,Syntrophorhabdaceae,Syntrophorhabdus,Unassigned
ASV_25876,Bacteria,Gemmatimonadota,AKAU4049,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25878,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Unassigned,Unassigned
ASV_25882,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,Unassigned
ASV_25883,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,Unassigned
ASV_25884,Bacteria,MBNT15,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25885,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Unassigned
ASV_25887,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unassigned,Unassigned,Unassigned
ASV_25888,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,Unassigned
ASV_25889,Bacteria,Chloroflexi,Dehalococcoidia,S085,Unassigned,Unassigned,Unassigned
ASV_25890,Bacteria,Latescibacterota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25891,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,Unassigned,Unassigned,Unassigned
ASV_25892,Bacteria,Actinobacteriota,Acidimicrobiia,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25894,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unassigned
ASV_25895,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unassigned
ASV_25896,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 9,Unassigned,Unassigned,Unassigned
ASV_25897,Bacteria,Gemmatimonadota,S0134 terrestrial group,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25898,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned
ASV_25899,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,Unassigned
ASV_25900,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unassigned,Unassigned
ASV_25901,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Unassigned,Unassigned
ASV_25902,Bacteria,Chloroflexi,TK10,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25903,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Unassigned
ASV_25904,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,Unassigned
ASV_25905,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV_25906,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,Unassigned
ASV_25909,Bacteria,Planctomycetota,OM190,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25911,Bacteria,Actinobacteriota,MB-A2-108,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25913,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,Unassigned
ASV_25914,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,Unassigned
ASV_25915,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Unassigned
ASV_25916,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,Unassigned,Unassigned
ASV_25917,Bacteria,Firmicutes,Clostridia,Hungateiclostridiaceae,Saccharofermentans,Unassigned,Unassigned
ASV_25918,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Unassigned,Unassigned
ASV_25919,Bacteria,Actinobacteriota,MB-A2-108,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25920,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned
ASV_25921,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,Unassigned
ASV_25922,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,Unassigned,Unassigned,Unassigned
ASV_25926,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,JTB255 marine benthic group,Unassigned
ASV_25927,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Unassigned
ASV_25929,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_25931,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned
ASV_25933,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned
ASV_25934,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_25938,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25939,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,Unassigned,Unassigned,Unassigned
ASV_25940,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,Unassigned,Unassigned
ASV_25942,Bacteria,Chloroflexi,TK10,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25944,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Unassigned,Unassigned
ASV_25945,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned
ASV_25946,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unassigned,Unassigned
ASV_25947,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Unassigned,Unassigned
ASV_25951,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,Unassigned,Unassigned
ASV_25953,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,Unassigned
ASV_25957,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Unassigned
ASV_25958,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_25959,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unassigned,Unassigned,Unassigned
ASV_25960,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25961,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Unassigned
ASV_25963,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tagaea,Unassigned
ASV_25964,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Unassigned
ASV_25966,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Unassigned,Unassigned,Unassigned
ASV_25967,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Unassigned,Unassigned
ASV_25968,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Unassigned
ASV_25969,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned
ASV_25970,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Unassigned
ASV_25973,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,Unassigned,Unassigned
ASV_25974,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Unassigned,Unassigned
ASV_25976,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unassigned,Unassigned,Unassigned
ASV_25977,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Unassigned
ASV_25978,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,Unassigned
ASV_25979,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Unassigned,Unassigned
ASV_25980,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,Unassigned,Unassigned,Unassigned
ASV_25981,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_25983,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unassigned,Unassigned
ASV_25984,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,Unassigned,Unassigned,Unassigned
ASV_25985,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,Unassigned,Unassigned
ASV_25986,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,Unassigned
ASV_25987,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Unassigned
ASV_25992,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_25994,Bacteria,Chloroflexi,SHA-26,Unassigned,Unassigned,Unassigned,Unassigned
ASV_25995,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Unassigned
